475,perfect,6276
476,police,6260
477,stand,6257
478,comes,6256
479,hit,6248
480,story,6231
481,ya,6212
482,mm,6192
483,waiting,6132
484,dinner,6099
485,against,6064
486,funny,6054
487,husband,6038
488,almost,6037
489,stupid,6020
490,pay,6016
491,answer,6016
492,four,6014
493,office,5955
494,cool,5954
495,eyes,5950
496,news,5936
497,child,5913
498,shouldn't,5874
499,half,5819
500,side,5813
501,yours,5805
502,moment,5770
503,sleep,5747
504,read,5743
505,where's,5711
506,started,5707
507,young,5680
508,men,5678
509,sounds,5665
510,sonny,5635
511,lucky,5631
512,pick,5610
513,sometimes,5596
514,em,5590
515,bed,5589
516,also,5583
517,date,5581
518,line,5564
519,plan,5557
520,hours,5503
521,lose,5459
522,fire,5452
523,free,5433
524,hands,5428
525,serious,5390
526,leo,5390
527,shit,5388
528,behind,5388
529,inside,5379
530,high,5377
531,ahead,5364
532,week,5356
533,wonderful,5341
534,t,5329
535,fight,5326
536,past,5315
537,cut,5305
538,quite,5304
539,number,5289
540,he'll,5262
541,sick,5256
542,s,5255
543,it'll,5217
544,game,5212
545,eat,5202
546,nobody,5195
547,goes,5194
548,death,5165
549,along,5147
550,save,5144
551,seems,5138
552,finally,5118
553,lives,5095
554,worried,5066
555,upset,5064
556,Theresa,5056
557,Carly,5055
558,Ethan,5033
559,met,5032
560,book,5027
561,brought,5010
562,seem,5001
563,sort,5000
564,safe,4999
565,living,4999
566,children,4944
567,weren't,4896
568,leaving,4889
569,front,4868
570,shot,4866
571,loved,4851
572,asking,4851
573,running,4842
574,clear,4836
575,figure,4785
576,hot,4777
577,felt,4748
578,six,4737
579,parents,4725
580,drink,4706
581,absolutely,4704
582,how's,4652
583,daddy,4641
584,sweet,4628
585,alive,4628
586,Paul,4616
587,sense,4597
588,meant,4596
589,happens,4589
590,David,4589
591,special,4573
592,bet,4548
593,blood,4542
594,ain't,4541
595,kidding,4539
596,lie,4536
597,full,4533
598,meeting,4532
599,dear,4516
600,coffee,4499
601,seeing,4495
602,sound,4488
603,fault,4484
604,water,4469
605,fuck,4453
606,ten,4448
607,women,4441
608,john,4413
609,welcome,4373
610,buy,4345
611,months,4333
612,hour,4325
613,speak,4322
614,lady,4301
615,jen,4301
616,thinks,4298
617,Christmas,4284
618,body,4271
619,order,4270
620,outside,4260
621,hang,4243
622,possible,4228
623,worse,4218
624,company,4209
625,mistake,4185
626,ooh,4184
627,handle,4181
628,spend,4175
629,c,4166
630,totally,4157
631,giving,4143
632,control,4134
633,here's,4130
634,marriage,4129
635,realize,4114
636,d,4108
637,power,4094
638,president,4086
639,unless,4078
640,sex,4049
641,girls,4048
642,send,4045
643,needed,4043
644,o,4030
645,taken,3997
646,died,3996
647,scared,3991
648,picture,3984
649,talked,3975
650,jake,3962
651,al,3958
652,ass,3947
653,hundred,3942
654,changed,3929
655,completely,3919
656,explain,3913
657,playing,3899
658,certainly,3895
659,sign,3890
660,boys,3888
661,relationship,3880
662,Michael,3878
663,loves,3876
664,fucking,3843
665,hair,3839
666,lying,3837
667,choice,3828
668,anywhere,3821
669,secret,3810
670,future,3798
671,weird,3797
672,luck,3792
673,she'll,3780
674,max,3773
675,Luis,3773
676,turned,3770
677,known,3757
678,touch,3755
679,kiss,3750
680,crane,3744
681,questions,3741
682,obviously,3741
683,wonder,3735
684,pain,3720
685,calling,3714
686,somewhere,3707
687,throw,3697
688,straight,3695
689,grace,3693
690,cold,3690
691,white,3665
692,fast,3661
693,Natalie,3660
694,words,3647
695,r,3636
696,food,3632
697,none,3615
698,drive,3607
699,feelings,3603
700,they'll,3593
701,worked,3577
702,marry,3564
703,light,3554
704,test,3547
705,drop,3546
706,cannot,3537
707,frank,3525
708,sent,3524
709,city,3515
710,dream,3471
711,protect,3465
712,twenty,3463
713,class,3458
714,lucy,3450
715,surprise,3439
716,its,3439
717,sweetheart,3434
718,forever,3432
719,poor,3431
720,looked,3431
721,mad,3407
722,except,3406
723,gun,3396
724,y'know,3395
725,dance,3394
726,takes,3386
727,appreciate,3379
728,especially,3376
729,situation,3359
730,besides,3355
731,weeks,3350
732,pull,3340
733,himself,3331
734,hasn't,3318
735,act,3307
736,worth,3303
737,Sheridan,3299
738,amazing,3294
739,top,3283
740,given,3283
741,expect,3277
742,ben,3262
743,rather,3241
744,Julian,3240
745,involved,3240
746,swear,3239
747,piece,3239
748,busy,3229
749,law,3225
750,decided,3224
751,black,3217
752,joey,3216
753,happening,3210
754,movie,3209
755,we'd,3205
756,catch,3194
757,antonio,3188
758,country,3187
759,less,3173
760,perhaps,3165
761,step,3161
762,fall,3157
763,watching,3152
764,kept,3152
765,darling,3146
766,dog,3141
767,ms,3131
768,win,3126
769,air,3126
770,honor,3106
771,personal,3103
772,moving,3102
773,till,3091
774,admit,3091
775,problems,3090
776,murder,3089
777,strong,3088
778,he'd,3087
779,evil,3078
780,definitely,3068
781,feels,3067
782,information,3063
783,honest,3063
784,eye,3063
785,broke,3044
786,missed,3043
787,longer,3043
788,dollars,3042
789,tired,3029
790,Jason,3026
791,George,3013
792,evening,2998
793,human,2986
794,starting,2984
795,Ross,2981
796,red,2976
797,entire,2976
798,trip,2975
799,Brooke,2969
800,e,2964
801,club,2963
802,Niles,2956
803,suppose,2952
804,calm,2948
805,imagine,2946
806,Todd,2943
807,fair,2941
808,caught,2933
809,b,2928
810,blame,2923
811,street,2920
812,sitting,2920
813,favor,2920
814,apartment,2920
815,court,2919
816,terrible,2914
817,clean,2914
818,tony,2913
819,learn,2912
820,Alison,2910
821,Rick,2909
822,works,2903
823,Rose,2890
824,Frasier,2887
825,relax,2877
826,york,2873
827,million,2873
828,charity,2865
829,accident,2860
830,wake,2857
831,prove,2852
832,Danny,2848
833,smart,2847
834,message,2846
835,missing,2845
836,forgot,2845
837,small,2843
838,interested,2838
839,table,2835
840,nbsp,2824
841,become,2816
842,craig,2810
843,mouth,2807
844,pregnant,2805
845,middle,2802
846,billy,2797
847,ring,2786
848,careful,2785
849,shall,2779
850,dude,2775
851,team,2773
852,ride,2768
853,figured,2766
854,wear,2765
855,shoot,2759
856,stick,2753
857,ray,2752
858,follow,2752
859,bo,2751
860,angry,2747
861,instead,2744
862,buddy,2743
863,write,2741
864,stopped,2719
865,early,2719
866,angel,2701
867,nick,2699
868,ran,2692
869,war,2690
870,standing,2690
871,forgive,2690
872,jail,2684
873,wearing,2678
874,Miguel,2678
875,ladies,2670
876,kinda,2662
877,lunch,2660
878,Cristian,2659
879,eight,2655
880,Greenlee,2654
881,gotten,2640
882,hoping,2639
883,phoebe,2638
884,thousand,2633
885,ridge,2633
886,music,2631
887,luke,2614
888,paper,2607
889,tough,2606
890,tape,2605
891,Emily,2595
892,state,2592
893,count,2589
894,college,2589
895,boyfriend,2589
896,proud,2586
897,agree,2584
898,birthday,2580
899,bill,2572
900,seven,2569
901,they've,2566
902,Timmy,2565
903,history,2564
904,share,2563
905,offer,2563
906,hurry,2559
907,ow,2557
908,feet,2555
909,wondering,2549
910,simple,2549
911,decision,2548
912,building,2546
913,ones,2539
914,finish,2535
915,voice,2530
916,herself,2530
917,Chris,2529
918,would've,2523
919,list,2518
920,Kay,2517
921,mess,2516
922,deserve,2516
923,evidence,2514
924,cute,2504
925,Jerry,2503
926,dress,2501
927,Richard,2499
928,interesting,2497
929,Jesus,2487
930,James,2478
931,hotel,2463
932,enjoy,2463
933,Ryan,2461
934,Lindsay,2461
935,quiet,2454
936,concerned,2452
937,road,2448
938,eve,2445
939,staying,2443
940,short,2440
941,m,2440
942,beat,2440
943,sweetie,2439
944,mention,2434
945,clothes,2434
946,finished,2423
947,fell,2419
948,neither,2417
949,mmm,2414
950,fix,2414
951,victor,2412
952,respect,2410
953,spent,2406
954,prison,2401
955,attention,2397
956,holding,2394
957,calls,2389
958,near,2386
959,surprised,2381
960,bar,2376
961,beth,2375
962,pass,2374
963,keeping,2371
964,gift,2371
965,hadn't,2369
966,putting,2366
967,dark,2361
968,self,2358
969,owe,2354
970,using,2345
971,nora,2345
972,ice,2345
973,helping,2342
974,bitch,2341
975,normal,2339
976,aunt,2339
977,lawyer,2338
978,apart,2336
979,certain,2333
980,plans,2327
981,Jax,2326
982,girlfriend,2325
983,floor,2325
984,whether,2316
985,everything's,2316
986,present,2313
987,earth,2312
988,private,2311
989,Jessica,2310
990,box,2304
991,Dawson,2303
992,cover,2298
993,judge,2294
994,upstairs,2293
995,Alexis,2287
996,Shawn,2281
997,sake,2281
998,mommy,2281
999,possibly,2280
1000,worst,2276
1001,station,2276
1002,acting,2276
1003,accept,2271
1004,blow,2268
1005,strange,2266
1006,saved,2266
1007,ivy,2266
1008,conversation,2266
1009,plane,2259
1010,mama,2257
1011,yesterday,2254
1012,lied,2251
1013,quick,2249
1014,lately,2249
1015,stuck,2240
1016,lovely,2239
1017,security,2237
1018,report,2236
1019,barbara,2235
1020,difference,2227
1021,rid,2226
1022,tv,2225
1023,adam,2219
1024,store,2217
1025,she'd,2209
1026,bag,2209
1027,mike,2205
1028,bought,2201
1029,ball,2200
1030,single,2195
1031,kevin,2192
1032,doubt,2191
1033,listening,2186
1034,major,2181
1035,walking,2180
1036,cops,2180
1037,blue,2180
1038,deep,2167
1039,dangerous,2162
1040,buffy,2162
1041,park,2160
1042,sleeping,2154
1043,chloe,2154
1044,rafe,2149
1045,shh,2142
1046,record,2140
1047,lord,2139
1048,erica,2139
1049,moved,2127
1050,join,2126
1051,key,2125
1052,captain,2117
1053,card,2113
1054,crime,2110
1055,gentlemen,2096
1056,willing,2089
1057,window,2084
1058,return,2081
1059,walked,2075
1060,guilty,2072
1061,brenda,2072
1062,likes,2070
1063,fighting,2066
1064,difficult,2065
1065,soul,2063
1066,joke,2062
1067,service,2056
1068,magic,2053
1069,favorite,2052
1070,uncle,2050
1071,promised,2047
1072,public,2045
1073,bother,2042
1074,island,2041
1075,jim,2039
1076,seriously,2036
1077,cell,2036
1078,lead,2033
1079,knowing,2032
1080,broken,2026
1081,advice,2024
1082,somehow,2023
1083,paid,2017
1084,blair,2017
1085,losing,2013
1086,push,2010
1087,helped,2010
1088,killing,2006
1089,usually,2005
1090,earlier,2005
1091,boss,2003
1092,laura,2001
1093,beginning,2001
1094,liked,1995
1095,innocent,1989
1096,doc,1989
1097,rules,1988
1098,elizabeth,1988
1099,sabrina,1985
1100,summer,1984
1101,ex,1979
1102,cop,1976
1103,learned,1971
1104,thirty,1956
1105,risk,1954
1106,letting,1954
1107,phillip,1950
1108,speaking,1945
1109,officer,1945
1110,ridiculous,1943
1111,support,1942
1112,afternoon,1941
1113,eric,1940
1114,born,1936
1115,dreams,1935
1116,apologize,1932
1117,seat,1930
1118,nervous,1930
1119,across,1928
1120,song,1925
1121,olivia,1923
1122,charge,1923
1123,patient,1919
1124,cassie,1919
1125,boat,1915
1126,how'd,1913
1127,brain,1911
1128,hide,1910
1129,detective,1910
1130,aaron,1908
1131,kendall,1907
1132,general,1907
1133,tom,1906
1134,planning,1906
1135,nine,1906
1136,huge,1904
1137,breakfast,1901
1138,horrible,1900
1139,age,1899
1140,awful,1893
1141,pleasure,1889
1142,driving,1889
1143,hanging,1888
1144,picked,1887
1145,system,1885
1146,sell,1885
1147,quit,1885
1148,apparently,1885
1149,dying,1883
1150,notice,1872
1151,josh,1868
1152,congratulations,1868
1153,chief,1867
1154,faith,1865
1155,simon,1859
1156,gay,1859
1157,ho,1857
1158,one's,1856
1159,month,1856
1160,visit,1855
1161,hal,1852
1162,could've,1852
1163,c'mon,1851
1164,aw,1845
1165,edmund,1844
1166,brady,1841
1167,letter,1839
1168,decide,1837
1169,american,1835
1170,double,1834
1171,troy,1833
1172,sad,1832
1173,press,1832
1174,forward,1827
1175,fool,1825
1176,showed,1823
1177,smell,1822
1178,seemed,1816
1179,mary,1815
1180,spell,1813
1181,courtney,1812
1182,memory,1811
1183,mark,1809
1184,alan,1805
1185,pictures,1804
1186,paris,1804
1187,slow,1794
1188,joe,1794
1189,tim,1788
1190,seconds,1788
1191,hungry,1786
1192,board,1786
1193,position,1784
1194,hearing,1784
1195,roz,1782
1196,kitchen,1778
1197,ma'am,1777
1198,bob,1776
1199,force,1775
1200,fly,1774
1201,during,1773
1202,space,1767
1203,should've,1767
1204,realized,1767
1205,experience,1767
1206,kick,1761
1207,others,1758
1208,grab,1757
1209,mother's,1754
1210,p,1751
1211,sharon,1750
1212,discuss,1749
1213,third,1747
1214,cat,1742
1215,fifty,1737
1216,responsible,1735
1217,jennifer,1732
1218,philip,1731
1219,miles,1731
1220,fat,1730
1221,reading,1729
1222,idiot,1729
1223,yep,1728
1224,rock,1728
1225,rich,1725
1226,suddenly,1723
1227,agent,1721
1228,bunch,1720
1229,destroy,1717
1230,bucks,1717
1231,track,1714
1232,shoes,1713
1233,scene,1712
1234,peace,1711
1235,arms,1707
1236,demon,1703
1237,diane,1700
1238,bridget,1697
1239,brad,1694
1240,low,1690
1241,livvie,1689
1242,consider,1689
1243,papers,1688
1244,medical,1687
1245,incredible,1687
1246,witch,1684
1247,er,1683
1248,drunk,1682
1249,attorney,1682
1250,charlie,1681
1251,tells,1675
1252,knock,1674
1253,karen,1673
1254,ways,1672
1255,eh,1671
1256,belle,1671
1257,cash,1670
1258,gives,1660
1259,department,1660
1260,nose,1658
1261,skye,1655
1262,turns,1653
1263,keeps,1651
1264,beer,1651
1265,jealous,1643
1266,drug,1639
1267,molly,1638
1268,sooner,1637
1269,cares,1635
1270,plenty,1634
1271,extra,1634
1272,tea,1628
1273,won,1627
1274,attack,1627
1275,ground,1626
1276,whose,1624
1277,outta,1621
1278,kyle,1618
1279,l,1617
1280,weekend,1616
1281,matters,1614
1282,wrote,1613
1283,type,1612
1284,father's,1611
1285,alex,1609
1286,gosh,1602
1287,opportunity,1601
1288,king,1600
1289,impossible,1600
1290,books,1600
1291,machine,1599
1292,waste,1596
1293,th,1596
1294,pretend,1593
1295,named,1591
1296,danger,1585
1297,wall,1581
1298,liz,1581
1299,ian,1580
1300,henry,1580
1301,jump,1576
1302,eating,1576
1303,proof,1573
1304,complete,1572
1305,slept,1570
1306,career,1567
1307,arrest,1567
1308,star,1566
1309,phyllis,1561
1310,mac,1561
1311,breathe,1561
1312,perfectly,1559
1313,warm,1557
1314,pulled,1557
1315,maria,1553
1316,twice,1551
1317,easier,1547
1318,killer,1544
1319,goin,1543
1320,dating,1543
1321,suit,1542
1322,romantic,1542
1323,drugs,1537
1324,comfortable,1534
1325,isaac,1532
1326,powers,1531
1327,finds,1530
1328,checked,1530
1329,fit,1527
1330,divorce,1526
1331,begin,1526
1332,ourselves,1525
1333,closer,1523
1334,ruin,1521
1335,although,1520
1336,smile,1516
1337,laugh,1515
1338,fish,1515
1339,abigail,1515
1340,treat,1513
1341,god's,1512
1342,fear,1512
1343,anna,1509
1344,what'd,1508
1345,simone,1508
1346,amber,1505
1347,guy's,1504
1348,otherwise,1499
1349,excited,1499
1350,mail,1497
1351,hiding,1496
1352,cost,1496
1353,green,1494
1354,stole,1493
1355,pacey,1492
1356,noticed,1492
1357,liza,1491
1358,fired,1490
1359,daphne,1490
1360,whitney,1489
1361,excellent,1486
1362,lived,1485
1363,bringing,1483
1364,pop,1481
1365,piper,1481
1366,bottom,1480
1367,note,1479
1368,sudden,1477
1369,church,1474
1370,bathroom,1474
1371,flight,1473
1372,chad,1473
1373,la,1472
1374,honestly,1472
1375,sing,1469
1376,katie,1469
1377,foot,1468
1378,games,1467
1379,glass,1466
1380,n,1464
1381,mitch,1464
1382,remind,1460
1383,bank,1460
1384,rory,1459
1385,charges,1459
1386,witness,1457
1387,finding,1456
1388,places,1455
1389,tree,1453
1390,dare,1453
1391,hardly,1449
1392,that'll,1446
1393,u,1444
1394,interest,1443
1395,steal,1442
1396,princess,1441
1397,silly,1439
1398,contact,1436
1399,teach,1434
1400,shop,1432
1401,plus,1431
1402,colonel,1429
1403,fresh,1427
1404,trial,1426
1405,invited,1423
1406,roll,1422
1407,radio,1422
1408,art,1418
1409,reach,1415
1410,heh,1415
1411,dirty,1415
1412,choose,1414
1413,emergency,1413
1414,dropped,1413
1415,butt,1413
1416,credit,1412
1417,obvious,1410
1418,cry,1410
1419,locked,1409
1420,larry,1408
1421,loving,1407
1422,positive,1404
1423,nuts,1404
1424,agreed,1403
1425,prue,1402
1426,price,1402
1427,goodbye,1402
1428,condition,1400
1429,guard,1398
1430,fuckin,1398
1431,grow,1396
1432,cake,1395
1433,mood,1393
1434,dad's,1392
1435,bianca,1390
1436,total,1389
1437,crap,1389
1438,crying,1385
1439,paige,1383
1440,k,1383
1441,belong,1382
1442,lay,1381
1443,partner,1380
1444,trick,1379
1445,pressure,1379
1446,ohh,1378
1447,arm,1376
1448,dressed,1375
1449,cup,1375
1450,lies,1373
1451,bus,1373
1452,taste,1372
1453,neck,1371
1454,south,1369
1455,something's,1369
1456,nurse,1369
1457,raise,1366
1458,land,1366
1459,cross,1366
1460,lots,1365
1461,mister,1363
1462,carry,1363
1463,group,1360
1464,whoever,1358
1465,eddie,1358
1466,drinking,1357
1467,they'd,1356
1468,breaking,1355
1469,file,1352
1470,lock,1349
1471,computer,1349
1472,yo,1347
1473,rebecca,1347
1474,wine,1346
1475,closed,1346
1476,writing,1345
1477,spot,1344
1478,paying,1341
1479,study,1340
1480,assume,1340
1481,asleep,1339
1482,man's,1337
1483,turning,1336
1484,legal,1335
1485,justice,1335
1486,viki,1334
1487,chandler,1331
1488,bedroom,1331
1489,shower,1330
1490,nikolas,1328
1491,camera,1328
1492,fill,1325
1493,reasons,1323
1494,forty,1323
1495,bigger,1322
1496,nope,1321
1497,keys,1321
1498,starr,1319
1499,breath,1319
1500,doctors,1316
1501,pants,1313
1502,freak,1311
1503,level,1308
1504,french,1308
1505,movies,1307
1506,gee,1307
1507,monica,1306
1508,action,1306
1509,area,1305
1510,folks,1303
1511,steve,1302
1512,cream,1301
1513,ugh,1300
1514,continue,1298
1515,focus,1294
1516,wild,1293
1517,truly,1293
1518,jill,1292
1519,desk,1292
1520,convince,1292
1521,client,1290
1522,threw,1286
1523,taylor,1286
1524,band,1284
1525,hurts,1282
1526,charles,1280
1527,spending,1279
1528,neil,1274
1529,field,1274
1530,allow,1274
1531,grand,1273
1532,answers,1273
1533,shirt,1272
1534,chair,1271
1535,christ,1270
1536,allowed,1270
1537,rough,1269
1538,doin,1269
1539,sees,1268
1540,government,1267
1541,harry,1263
1542,ought,1262
1543,empty,1261
1544,round,1260
1545,lights,1260
1546,insane,1260
1547,hall,1259
1548,hat,1257
1549,bastard,1257
1550,wind,1251
1551,shows,1251
1552,aware,1251
1553,dealing,1250
1554,pack,1249
1555,meaning,1248
1556,flowers,1247
1557,tight,1246
1558,hurting,1245
1559,ship,1244
1560,subject,1242
1561,guest,1242
1562,mom's,1241
1563,chicken,1240
1564,pal,1237
1565,match,1237
1566,elaine,1237
1567,arrested,1237
1568,sun,1236
1569,rachel,1235
1570,salem,1233
1571,confused,1233
1572,surgery,1232
1573,expecting,1232
1574,deacon,1232
1575,colleen,1232
1576,unfortunately,1229
1577,goddamn,1229
1578,lab,1227
1579,passed,1226
1580,bottle,1225
1581,beyond,1225
1582,whenever,1224
1583,pool,1224
1584,opinion,1223
1585,naked,1221
1586,held,1221
1587,common,1221
1588,starts,1218
1589,jerk,1218
1590,secrets,1217
1591,falling,1217
1592,played,1216
1593,necessary,1215
1594,barely,1215
1595,dancing,1214
1596,health,1213
1597,tests,1211
1598,copy,1211
1599,keri,1210
1600,video,1209
1601,cousin,1209
1602,planned,1208
1603,vanessa,1207
1604,dry,1207
1605,ahem,1206
1606,twelve,1204
1607,simply,1202
1608,tess,1201
1609,scott,1199
1610,skin,1198
1611,often,1195
1612,english,1194
1613,fifteen,1193
1614,spirit,1192
1615,speech,1192
1616,names,1191
1617,issue,1191
1618,orders,1190
1619,nah,1190
1620,final,1189
1621,michelle,1188
1622,america,1187
1623,st,1186
1624,results,1185
1625,code,1185
1626,ned,1184
1627,bonnie,1184
1628,w,1181
1629,believed,1181
1630,complicated,1180
1631,umm,1178
1632,research,1177
1633,nowhere,1177
1634,escape,1177
1635,biggest,1177
1636,restaurant,1176
1637,page,1176
1638,grateful,1174
1639,usual,1173
1640,burn,1173
1641,chicago,1171
1642,austin,1171
1643,address,1166
1644,within,1165
1645,someplace,1165
1646,screw,1165
1647,everywhere,1165
1648,train,1164
1649,film,1164
1650,regret,1163
1651,goodness,1163
1652,mistakes,1162
1653,heaven,1160
1654,details,1158
1655,responsibility,1157
1656,suspect,1156
1657,corner,1154
1658,hero,1153
1659,dumb,1153
1660,terrific,1152
1661,peter,1151
1662,mission,1151
1663,further,1150
